"conf	repacc	prova	specie	comprensorio	sex	age	prelievo	riserva	altitudine	statoc	sintomi	numcamp	identif	esito	esito2	esito3	finalita	mp	pr	comune	localita	anno	mese	dtprel"
"352447	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Gabbioneta-Binanuova	NULL	2017	12	2017-12-10 00:00:00.000"
"352462	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Tornata	NULL	2017	12	2017-12-09 00:00:00.000"
"352462	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Tornata	NULL	2017	12	2017-12-09 00:00:00.000"
"352462	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Tornata	NULL	2017	12	2017-12-09 00:00:00.000"
"352462	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Tornata	NULL	2017	12	2017-12-09 00:00:00.000"
"352462	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Tornata	NULL	2017	12	2017-12-09 00:00:00.000"
"356308	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	Tesio	2017	12	2017-12-16 00:00:00.000"
"356366	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	Tesio	2017	12	2017-12-16 00:00:00.000"
"356376	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	tesio	2017	12	2017-12-16 00:00:00.000"
"356412	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	tesio	2017	12	2017-12-17 00:00:00.000"
"356442	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	tesio	2017	12	2017-12-17 00:00:00.000"
"356446	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Vallio Terme	fastaga	2017	12	2017-12-16 00:00:00.000"
"356450	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	tesio	2017	12	2017-12-17 00:00:00.000"
"356466	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Vestone	isola	2017	12	2017-12-17 00:00:00.000"
"356545	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Vestone	pendine	2017	12	2017-12-17 00:00:00.000"
"356551	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Vestone	cornicello	2017	12	2017-12-17 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	3M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	4F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	F5	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	6M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	F7	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	M8	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9	9M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	M10	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356584	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11	F11	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	NULL	2017	12	2017-12-16 00:00:00.000"
"356590	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Provaglio d'Iseo	serignone	2017	12	2017-12-16 00:00:00.000"
"356596	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brione	aquilini	2017	12	2017-12-17 00:00:00.000"
"356603	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brione	aquilini	2017	12	2017-12-17 00:00:00.000"
"356611	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brione	calchera	2017	12	2017-12-17 00:00:00.000"
"356616	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ome	ruc 	2017	12	2017-12-17 00:00:00.000"
"356632	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Provaglio d'Iseo	sergnone	2017	12	2017-12-16 00:00:00.000"
"356638	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Provaglio d'Iseo	sergnona	2017	12	2017-12-16 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	F	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9	M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356791	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	M	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cella Dati	LOC. PUGNOLO	2017	10	2017-10-17 00:00:00.000"
"356810	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	G109	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Crema	ZRC MOSO	2017	12	2017-12-16 00:00:00.000"
"356810	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	G74	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Crema	ZRC MOSO	2017	12	2017-12-16 00:00:00.000"
"356810	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	G21	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Crema	ZRC MOSO	2017	12	2017-12-16 00:00:00.000"
"356810	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	G5	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Crema	ZRC MOSO	2017	12	2017-12-16 00:00:00.000"
"356874	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	G27	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Casalbuttano ed Uniti	ZRC Casalbuttano	2017	12	2017-12-16 00:00:00.000"
"356874	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	G73	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Casalbuttano ed Uniti	ZRC Casalbuttano	2017	12	2017-12-16 00:00:00.000"
"356874	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	G71	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Casalbuttano ed Uniti	ZRC Casalbuttano	2017	12	2017-12-16 00:00:00.000"
"356874	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	G35	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Casalbuttano ed Uniti	ZRC Casalbuttano	2017	12	2017-12-16 00:00:00.000"
"356874	Reparto Virologia (ME)	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	Minilepre	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Casalbuttano ed Uniti	ZRC Casalbuttano	2017	12	2017-12-16 00:00:00.000"
"356996	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	prev - sermerio	2017	12	2017-12-16 00:00:00.000"
"357004	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	polzone - sgrissa	2017	12	2017-12-16 00:00:00.000"
"357009	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	polzone - valtignalga	2017	12	2017-12-16 00:00:00.000"
"357021	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	polzone - val tignaga	2017	12	2017-12-16 00:00:00.000"
"357031	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	prev - val delle turbole	2017	12	2017-12-16 00:00:00.000"
"357035	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Nai	2017	12	2017-12-16 00:00:00.000"
"357039	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	cocca	2017	12	2017-12-16 00:00:00.000"
"357077	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	ca da prà	2017	12	2017-12-16 00:00:00.000"
"357086	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	ca da prà	2017	12	2017-12-16 00:00:00.000"
"357092	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	serve	2017	12	2017-12-16 00:00:00.000"
"357097	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	persegno	2017	12	2017-12-16 00:00:00.000"
"357106	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	marasine	2017	12	2017-12-16 00:00:00.000"
"357144	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lodrino	gardù	2017	12	2017-12-16 00:00:00.000"
"357151	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lodrino	gardù	2017	12	2017-12-16 00:00:00.000"
"357159	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Concesio	val piana	2017	12	2017-12-16 00:00:00.000"
"357169	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	persegno	2017	12	2017-12-16 00:00:00.000"
"357173	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	persegno	2017	12	2017-12-16 00:00:00.000"
"357181	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	persegno	2017	12	2017-12-16 00:00:00.000"
"357192	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lumezzane	val porcino	2017	12	2017-12-17 00:00:00.000"
"357197	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lumezzane	val porcino	2017	12	2017-12-17 00:00:00.000"
"357334	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Caino	val bertone	2017	12	2017-12-18 00:00:00.000"
"357350	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Serle	val piana	2017	12	2017-12-18 00:00:00.000"
"357365	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lodrino	gardù	2017	12	2017-12-16 00:00:00.000"
"357376	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	barbio	2017	12	2017-12-16 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
"357582	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	LEPRE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	669 femmina	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gambara	NULL	2017	12	2017-12-17 00:00:00.000"
